ground_truth_id,evaluation_split,cluster_id_1,cluster_id_2,identity_records_in_cluster_1,identity_records_in_cluster_2,true_record_pair_opportunities,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,candidate_generated,evaluated_cluster_id_1,evaluated_cluster_id_2,weighted_similarity_score,evidence_coverage,sufficient_support,static_conflict,selected_decision,selected_reason,selected_automatic_threshold,selected_minimum_coverage,false_negative_reason
GT005748,calibration,DCL004613,DCL009780,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL004613,ECL009724,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005750,calibration,DCL008332,DCL010079,5,1,5,,,,,,False,ECL008323,ECL010010,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005756,calibration,DCL003143,DCL010634,11,1,11,11,1,B04,Email domain and local-part prefix,1,True,ECL003143,ECL010538,0.981,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005770,evaluation,DCL006594,DCL010128,5,2,10,,,,,,False,ECL006594,ECL010057,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005798,calibration,DCL006694,DCL010119,11,1,11,11,1,B04,Email domain and local-part prefix,1,True,ECL006694,ECL010049,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005800,calibration,DCL004475,DCL009606,10,1,10,,,,,,False,ECL004475,ECL009559,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005806,evaluation,DCL002143,DCL010275,10,1,10,,,,,,False,ECL002143,ECL010197,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005833,evaluation,DCL007813,DCL008184,1,7,7,1,7,B02 | B05,First-name initial and exact postcode | Surname initial and postcode outward code,2,True,ECL007813,ECL008176,0.9762,0.4,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005840,calibration,DCL002548,DCL010527,4,1,4,,,,,,False,ECL002548,ECL010436,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005855,calibration,DCL009070,DCL009552,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL009036,ECL009508,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005927,calibration,DCL009066,DCL009645,1,1,1,,,,,,False,ECL009032,ECL009595,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005927,calibration,DCL009066,DCL010004,1,2,2,,,,,,False,ECL009032,ECL009938,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005927,calibration,DCL009645,DCL010004,1,2,2,1,2,B04,Email domain and local-part prefix,1,True,ECL009595,ECL009938,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005939,calibration,DCL001231,DCL009754,12,1,12,,,,,,False,ECL001231,ECL009698,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006043,calibration,DCL002569,DCL009713,7,1,7,,,,,,False,ECL002569,ECL009660,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006052,calibration,DCL009398,DCL010284,2,1,2,,,,,,False,ECL009354,ECL010206,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006073,evaluation,DCL002545,DCL009562,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL002545,ECL009518,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006077,calibration,DCL001934,DCL010123,8,1,8,,,,,,False,ECL001934,ECL010052,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006081,calibration,DCL010493,DCL010753,1,1,1,,,,,,False,ECL010404,ECL010650,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006104,calibration,DCL001824,DCL009963,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL001824,ECL009899,0.9714,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006120,evaluation,DCL009251,DCL010711,3,1,3,,,,,,False,ECL009214,ECL010610,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006122,evaluation,DCL009007,DCL010096,1,1,1,,,,,,False,ECL008977,ECL010027,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006124,calibration,DCL006018,DCL010593,9,1,9,,,,,,False,ECL006018,ECL010499,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006127,evaluation,DCL000962,DCL010638,9,1,9,9,1,B04,Email domain and local-part prefix,1,True,ECL000962,ECL010542,0.95,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006129,evaluation,DCL008235,DCL010433,4,1,4,,,,,,False,ECL008227,ECL010344,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006148,evaluation,DCL004136,DCL010647,10,1,10,,,,,,False,ECL004136,ECL010551,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006163,calibration,DCL007474,DCL010694,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL007474,ECL010595,0.9727,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006183,calibration,DCL002702,DCL010028,6,1,6,,,,,,False,ECL002702,ECL009961,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006184,calibration,DCL000571,DCL010372,11,1,11,,,,,,False,ECL000571,ECL010288,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006187,calibration,DCL010209,DCL010269,1,3,3,,,,,,False,ECL010134,ECL010191,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006215,calibration,DCL000469,DCL009893,5,1,5,,,,,,False,ECL000469,ECL009831,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006280,calibration,DCL006159,DCL010064,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL006159,ECL009996,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006284,calibration,DCL007964,DCL009663,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL007960,ECL009611,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006314,evaluation,DCL003698,DCL010722,9,1,9,9,1,B04,Email domain and local-part prefix,1,True,ECL003698,ECL010620,0.975,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006329,evaluation,DCL004494,DCL010428,7,1,7,,,,,,False,ECL004494,ECL010339,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006330,calibration,DCL006238,DCL009919,10,1,10,10,1,B04,Email domain and local-part prefix,1,True,ECL006238,ECL009856,0.9765,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006330,calibration,DCL006238,DCL010702,10,1,10,,,,,,False,ECL006238,ECL010602,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006330,calibration,DCL009919,DCL010702,1,1,1,,,,,,False,ECL009856,ECL010602,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006346,evaluation,DCL000293,DCL010649,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL000293,ECL010553,0.9636,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006362,calibration,DCL005160,DCL010530,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL005160,ECL010439,0.9872,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006372,evaluation,DCL007603,DCL010749,10,1,10,,,,,,False,ECL007603,ECL010646,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006390,calibration,DCL006413,DCL010566,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL006413,ECL010474,0.976,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006406,evaluation,DCL003169,DCL009871,9,1,9,,,,,,False,ECL003169,ECL009809,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006409,calibration,DCL005120,DCL009858,4,1,4,,,,,,False,ECL005120,ECL009796,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006427,calibration,DCL007999,DCL009653,5,1,5,,,,,,False,ECL007995,ECL009602,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006427,calibration,DCL007999,DCL010697,5,1,5,,,,,,False,ECL007995,ECL010597,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006427,calibration,DCL009653,DCL010697,1,1,1,,,,,,False,ECL009602,ECL010597,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006430,evaluation,DCL000823,DCL009829,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL000823,ECL009770,0.9014,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT006435,calibration,DCL009281,DCL010231,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL009244,ECL010155,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006456,calibration,DCL008804,DCL009683,3,1,3,,,,,,False,ECL008778,ECL009630,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006457,calibration,DCL005034,DCL010724,5,1,5,,,,,,False,ECL005034,ECL010622,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006500,calibration,DCL000675,DCL010434,10,1,10,10,1,B04,Email domain and local-part prefix,1,True,ECL000675,ECL010345,0.9765,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006516,calibration,DCL008664,DCL010591,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL008643,ECL010497,0.9846,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006518,calibration,DCL002578,DCL010732,12,1,12,12,1,B04,Email domain and local-part prefix,1,True,ECL002578,ECL010630,0.984,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006528,calibration,DCL008746,DCL009797,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL008721,ECL009741,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006533,calibration,DCL009052,DCL010542,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL009020,ECL010451,0.9872,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006535,calibration,DCL008439,DCL009746,2,1,2,,,,,,False,ECL008428,ECL009691,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006548,calibration,DCL006591,DCL010710,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL006591,ECL010609,0.9727,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006548,calibration,DCL006591,DCL010721,3,1,3,,,,,,False,ECL006591,ECL010619,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006548,calibration,DCL010710,DCL010721,1,1,1,,,,,,False,ECL010609,ECL010619,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006561,calibration,DCL007336,DCL009967,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL007336,ECL009903,0.9074,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT006563,calibration,DCL009576,DCL009911,1,2,2,,,,,,False,ECL009530,ECL009848,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006571,evaluation,DCL005239,DCL010056,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL005239,ECL009988,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006571,evaluation,DCL005239,DCL010510,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL005239,ECL010419,0.986,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006571,evaluation,DCL010056,DCL010510,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL009988,ECL010419,0.9767,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006586,evaluation,DCL009741,DCL009834,1,3,3,,,,,,False,ECL009686,ECL009774,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006607,evaluation,DCL003173,DCL010312,16,1,16,,,,,,False,ECL003173,ECL010232,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006608,calibration,DCL005005,DCL010568,11,1,11,,,,,,False,ECL005005,ECL010476,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006641,evaluation,DCL002113,DCL010044,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL002113,ECL009976,0.984,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006642,calibration,DCL005660,DCL009833,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL005660,ECL009773,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006665,calibration,DCL001538,DCL009815,12,1,12,,,,,,False,ECL001538,ECL009758,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006668,calibration,DCL000027,DCL010130,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL000027,ECL010059,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006681,calibration,DCL001199,DCL010133,7,1,7,,,,,,False,ECL001199,ECL010062,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006691,evaluation,DCL009183,DCL009294,1,4,4,1,4,B01 | B02 | B05,First-name initial and exact postcode | Surname initial and postcode outward code | Surname prefix and exact postcode,3,True,ECL009148,ECL009256,0.8761,0.7,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT006691,evaluation,DCL009183,DCL010347,1,1,1,,,,,,False,ECL009148,ECL010265,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006691,evaluation,DCL009294,DCL010347,4,1,4,,,,,,False,ECL009256,ECL010265,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006696,calibration,DCL001857,DCL010473,2,1,2,,,,,,False,ECL001857,ECL010384,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006700,evaluation,DCL003109,DCL010648,12,1,12,12,1,B04,Email domain and local-part prefix,1,True,ECL003109,ECL010552,0.9667,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006703,calibration,DCL001669,DCL010617,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL001669,ECL010522,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006709,calibration,DCL008160,DCL010595,4,1,4,,,,,,False,ECL008153,ECL010501,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006718,calibration,DCL000781,DCL010513,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL000781,ECL010422,0.976,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006725,calibration,DCL004301,DCL009618,4,1,4,,,,,,False,ECL004301,ECL009571,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006727,calibration,DCL008531,DCL009803,3,1,3,,,,,,False,ECL008516,ECL009747,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006729,calibration,DCL006217,DCL010161,6,1,6,,,,,,False,ECL006217,ECL010088,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006731,calibration,DCL009748,DCL010554,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL009692,ECL010462,0.9765,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006783,calibration,DCL007500,DCL010035,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL007500,ECL009967,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006796,calibration,DCL002362,DCL009985,11,1,11,,,,,,False,ECL002362,ECL009921,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006805,calibration,DCL008073,DCL009906,4,1,4,,,,,,False,ECL008068,ECL009844,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006816,calibration,DCL001865,DCL010726,5,1,5,,,,,,False,ECL001865,ECL010624,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006822,evaluation,DCL003779,DCL009596,2,1,2,,,,,,False,ECL003779,ECL009549,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006825,calibration,DCL004902,DCL009700,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL004902,ECL009647,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006837,evaluation,DCL002183,DCL010502,2,1,2,,,,,,False,ECL002183,ECL010411,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006917,calibration,DCL004639,DCL010315,3,1,3,,,,,,False,ECL004639,ECL010234,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006932,calibration,DCL008049,DCL009599,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL008045,ECL009552,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006932,calibration,DCL008049,DCL010032,1,1,1,,,,,,False,ECL008045,ECL009964,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006932,calibration,DCL009599,DCL010032,1,1,1,,,,,,False,ECL009552,ECL009964,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006973,calibration,DCL008654,DCL010340,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL008633,ECL010258,0.9636,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006975,calibration,DCL000484,DCL010212,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL000484,ECL010137,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT006993,calibration,DCL001252,DCL010215,9,1,9,,,,,,False,ECL001252,ECL010140,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006993,calibration,DCL001252,DCL010739,9,1,9,9,1,B04,Email domain and local-part prefix,1,True,ECL001252,ECL010636,0.9647,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT006993,calibration,DCL010215,DCL010739,1,1,1,,,,,,False,ECL010140,ECL010636,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT006996,calibration,DCL006385,DCL010742,7,1,7,,,,,,False,ECL006385,ECL010639,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007000,calibration,DCL003911,DCL010549,9,1,9,,,,,,False,ECL003911,ECL010457,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007024,evaluation,DCL004216,DCL010297,3,1,3,,,,,,False,ECL004216,ECL010218,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007027,calibration,DCL008773,DCL009929,1,1,1,,,,,,False,ECL008748,ECL009866,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007088,calibration,DCL008934,DCL009577,2,1,2,,,,,,False,ECL008905,ECL009531,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007088,calibration,DCL009577,DCL010573,1,2,2,,,,,,False,ECL009531,ECL008905,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007141,evaluation,DCL003310,DCL008990,5,2,10,5,2,B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code,2,True,ECL003310,ECL008960,0.8496,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT007148,calibration,DCL006194,DCL009143,1,1,1,1,1,B01 | B02 | B05,First-name initial and exact postcode | Surname initial and postcode outward code | Surname prefix and exact postcode,3,True,ECL006194,ECL009108,0.9783,0.4,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007149,calibration,DCL001714,DCL010671,8,1,8,,,,,,False,ECL001714,ECL010574,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007172,calibration,DCL004221,DCL010715,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL004221,ECL010613,0.9765,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007173,calibration,DCL000267,DCL009835,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL000267,ECL009775,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT007173,calibration,DCL000267,DCL010602,7,1,7,,,,,,False,ECL000267,ECL010508,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007173,calibration,DCL009835,DCL010602,1,1,1,,,,,,False,ECL009775,ECL010508,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007180,calibration,DCL009110,DCL010248,1,1,1,,,,,,False,ECL009075,ECL010171,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007190,calibration,DCL009219,DCL009916,2,1,2,,,,,,False,ECL009182,ECL009853,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007190,calibration,DCL009219,DCL010406,2,1,2,,,,,,False,ECL009182,ECL010320,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007190,calibration,DCL009916,DCL010406,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL009853,ECL010320,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT007205,evaluation,DCL000806,DCL009771,6,1,6,,,,,,False,ECL000806,ECL009715,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007209,calibration,DCL003422,DCL009788,13,1,13,,,,,,False,ECL003422,ECL009732,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007212,calibration,DCL007121,DCL010166,5,1,5,,,,,,False,ECL007121,ECL010093,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007214,evaluation,DCL005490,DCL010746,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL005490,ECL010643,0.9769,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007232,calibration,DCL003459,DCL009697,3,1,3,,,,,,False,ECL003459,ECL009644,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007236,calibration,DCL005862,DCL009973,4,1,4,,,,,,False,ECL005862,ECL009909,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007237,calibration,DCL005385,DCL009717,6,1,6,,,,,,False,ECL005385,ECL009664,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007247,calibration,DCL007719,DCL008592,4,3,12,4,3,B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code,2,True,ECL007719,ECL008575,0.8519,0.45,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT007269,calibration,DCL005863,DCL009587,9,1,9,,,,,,False,ECL005863,ECL009541,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007279,calibration,DCL000360,DCL010690,12,1,12,12,1,B04,Email domain and local-part prefix,1,True,ECL000360,ECL010592,0.9882,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007291,calibration,DCL001348,DCL010267,1,1,1,,,,,,False,ECL001348,ECL010189,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007291,calibration,DCL010267,DCL010611,1,1,1,,,,,,False,ECL010189,ECL001348,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007298,calibration,DCL008997,DCL010395,3,1,3,,,,,,False,ECL008967,ECL010309,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007304,calibration,DCL001649,DCL009791,9,1,9,,,,,,False,ECL001649,ECL009735,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007305,calibration,DCL004226,DCL010088,4,1,4,,,,,,False,ECL004226,ECL010019,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007402,calibration,DCL003391,DCL009856,5,1,5,,,,,,False,ECL003391,ECL009794,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007439,evaluation,DCL010084,DCL010379,1,1,1,,,,,,False,ECL010015,ECL010295,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007445,calibration,DCL000497,DCL009931,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL000497,ECL009868,0.8745,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT007445,calibration,DCL008637,DCL009931,2,1,2,,,,,,False,ECL000497,ECL009868,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007451,evaluation,DCL000653,DCL009938,1,1,1,,,,,,False,ECL000653,ECL009875,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007453,evaluation,DCL003644,DCL010730,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL003644,ECL010628,0.9727,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007458,calibration,DCL009121,DCL010323,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL009086,ECL010241,0.984,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007491,calibration,DCL006645,DCL010154,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL006645,ECL010081,0.9056,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT007501,calibration,DCL006482,DCL010553,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL006482,ECL010461,0.9733,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007529,evaluation,DCL003529,DCL010403,5,1,5,,,,,,False,ECL003529,ECL010317,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007540,evaluation,DCL001467,DCL009927,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL001467,ECL009864,0.8929,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT007550,calibration,DCL003534,DCL010435,5,1,5,,,,,,False,ECL003534,ECL010346,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007552,calibration,DCL004164,DCL009766,2,1,2,,,,,,False,ECL004164,ECL009710,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007554,calibration,DCL001249,DCL010645,15,1,15,,,,,,False,ECL001249,ECL010549,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007565,evaluation,DCL001598,DCL010242,9,1,9,,,,,,False,ECL001598,ECL010166,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007573,calibration,DCL007859,DCL009817,1,2,2,,,,,,False,ECL007857,ECL009760,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007578,calibration,DCL001264,DCL010454,15,1,15,15,1,B04,Email domain and local-part prefix,1,True,ECL001264,ECL010365,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT007579,evaluation,DCL005462,DCL010411,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL005462,ECL010325,0.9852,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007585,evaluation,DCL000297,DCL009784,4,1,4,,,,,,False,ECL000297,ECL009728,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007603,calibration,DCL003239,DCL010736,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL003239,ECL010634,0.9739,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT007618,calibration,DCL009159,DCL010316,1,1,1,,,,,,False,ECL009124,ECL010235,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT007631,calibration,DCL001829,DCL010376,4,2,8,4,2,B04,Email domain and local-part prefix,1,True,ECL001829,ECL010292,0.8704,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
